ticket_id,created_date,category,subcategory,priority,issue_description,root_cause,resolution,assigned_team,resolution_time_hours
INC100391,2024-07-30 07:27:14,Software Installation,Installation Failure,Medium,Software install hangs at a specific step and does not complete,Insufficient permissions on the local machine and a conflicting older version of the software were preventing successful installation.,"Uninstalled the conflicting older version completely using the manufacturer's removal tool, ran the installer with elevated administrator privileges, and confirmed successful installation and application launch.",Desktop Support,18.3
INC100392,2024-07-30 07:37:49,Password Reset,Sync Failure,Low,User can log into Windows but not Office 365 with new password,"Azure AD Connect synchronization had failed for the user's account due to a sync engine error, preventing the new password hash from propagating to the cloud.","Checked the Azure AD Connect sync logs and identified the failed sync attempt, manually triggered a directory synchronization (delta sync), confirmed the password hash synced successfully, and verified the user could log into Office 365.",Cloud Operations,53.5
INC100393,2024-07-30 09:54:12,Office 365,OneDrive Sync,High,OneDrive client reports sync conflicts repeatedly,A file path exceeding the maximum character limit was causing the OneDrive sync client to fail on specific files.,"Identified the files with excessively long file paths using the OneDrive sync diagnostic tool, renamed and relocated the affected files to shorten the path, reset the OneDrive sync client, and confirmed successful synchronization.",Cloud Operations,11.2
INC100394,2024-07-30 10:41:25,SharePoint,File Upload,Medium,Upload to SharePoint stalls and times out,The file being uploaded exceeded the character limit for file path length when combined with the deep folder structure of the SharePoint library.,"Identified the file path length issue, restructured the folder hierarchy to shorten the overall path, renamed the file to a shorter name, and confirmed successful upload.",Application Support,23.8
INC100395,2024-07-30 11:42:40,Security,Data Loss Prevention,Low,DLP alert triggered when uploading file to external site,"The file contained data matching sensitive information patterns, such as credit card numbers, correctly triggering the data loss prevention policy.","Reviewed the flagged content with the user to confirm it contained sensitive data, guided the user to use the approved secure file transfer method instead, and documented the incident per data handling policy.",Security Team,58.1
INC100396,2024-07-30 13:04:32,Laptop,Performance,Medium,Laptop noticeably sluggish compared to last week,Excessive startup applications and accumulated temporary files were consuming system resources and slowing down boot and overall performance.,"Disabled unnecessary startup applications via Task Manager, cleared temporary files and browser cache using Disk Cleanup, ran a malware scan to rule out infection, and confirmed improved boot time and responsiveness.",Desktop Support,13.0
INC100397,2024-07-30 14:37:24,Office 365,Storage Quota,High,OneDrive sync stopped due to exceeding storage quota,The user's OneDrive storage usage had grown beyond the standard allocation due to large video files stored without cleanup.,"Reviewed storage usage in OneDrive admin reports, worked with the user to archive or delete unnecessary large files, requested a temporary storage quota increase for the business justification, and confirmed sync resumed.",Cloud Operations,6.0
INC100398,2024-07-30 16:06:26,Outlook,Shared Mailbox,Medium,Shared inbox missing from folder list after recent update,The user's permission on the shared mailbox had been inadvertently removed during a recent Active Directory group cleanup.,"Re-added the user's permissions to the shared mailbox in the Exchange Online admin center, had the user remove and re-add the shared mailbox in Outlook, and confirmed it appeared with full access.",Messaging Team,25.7
INC100399,2024-07-30 16:12:08,VPN,Client Software,Low,VPN application will not stay open long enough to connect,Corrupted VPN client installation files combined with an outdated network adapter driver caused the application to crash on launch.,"Uninstalled the VPN client completely, removed leftover configuration folders, updated the network adapter driver to the latest version, reinstalled the VPN client from the approved software repository, and confirmed stable connection without crashes.",Desktop Support,40.2
INC100400,2024-07-30 16:46:09,Microsoft Teams,Application Crash,Medium,Teams gets stuck on loading screen and never opens,A corrupted local Teams cache was preventing the application from initializing correctly.,"Closed Teams completely from Task Manager, cleared the Teams cache folder from the local AppData directory, restarted the application, and confirmed Teams loaded and signed in successfully.",Cloud Operations,4.3
INC100401,2024-07-30 18:24:06,WiFi,Guest Network,High,Guest WiFi network not providing internet access to visitors,"The guest network's captive portal certificate had expired, preventing the login page from loading securely on visitor devices.","Renewed the expired SSL certificate for the captive portal, updated the certificate on the wireless controller, tested the guest login flow from a visitor device, and confirmed successful internet access.",Network Team,10.9
INC100402,2024-07-30 19:13:48,Microsoft Teams,External Access,Low,Unable to add an external partner as a contact in Teams,"External access (federation) had not been enabled between the two organizations' tenants, preventing cross-tenant search and communication.","Verified external access settings in the Teams admin center, added the partner organization's domain to the allowed list, waited for the configuration to propagate, and confirmed successful contact search and messaging.",Cloud Operations,24.0
INC100403,2024-07-30 23:08:29,Password Reset,Forgotten Password,Medium,"Employee requesting password reset, locked out of all systems",The user had forgotten their password after an extended period away from the office and their self-service reset portal enrollment had expired.,"Verified the user's identity per security policy, performed a manual password reset in Active Directory, set the account to require a password change at next logon, and guided the user through re-enrollment in self-service password reset.",Security Team,27.1
INC100404,2024-07-31 03:41:04,Active Directory,Group Membership,Critical,AD group permissions not applying after update,"The user's Kerberos ticket had not refreshed since the group membership change, so the new permissions were not reflected in their active session.","Confirmed the group membership change was correctly applied in Active Directory, had the user log off and back on to refresh their Kerberos ticket, and verified access to the resource was now working.",Security Team,2.8
INC100405,2024-07-31 09:08:07,VPN,Client Software,Medium,VPN application will not stay open long enough to connect,Corrupted VPN client installation files combined with an outdated network adapter driver caused the application to crash on launch.,"Uninstalled the VPN client completely, removed leftover configuration folders, updated the network adapter driver to the latest version, reinstalled the VPN client from the approved software repository, and confirmed stable connection without crashes.",Desktop Support,17.5
INC100406,2024-07-31 16:25:22,WiFi,Device Onboarding,High,New device repeatedly fails to join the restricted SSID,"The new device's MAC address had not yet been registered in the network access control system, which uses MAC-based filtering for some restricted SSIDs.","Registered the device's MAC address in the network access control system, applied the appropriate device profile, and confirmed successful connection to the corporate wireless network.",Network Team,3.0
INC100407,2024-07-31 18:32:05,Desktop,Peripherals,Low,"Mouse and keyboard unresponsive, desktop otherwise running","A Windows update had reset USB controller power management settings, causing USB ports to enter a low-power state that disconnected peripherals.","Updated USB controller drivers, disabled USB selective suspend in power management settings, reconnected peripherals to different USB ports, and confirmed consistent responsiveness.",Desktop Support,28.2
INC100408,2024-08-01 13:45:58,Desktop,Display,Low,Desktop monitor shows no signal even though PC is running,A loose display cable connection at the graphics card was preventing the video signal from reaching the monitor.,"Reseated the display cable at both the monitor and graphics card ends, tested with an alternate cable to rule out a faulty cable, and confirmed video output was restored.",Desktop Support,69.4
INC100409,2024-08-01 13:56:50,Database,Backup Failure,High,Nightly backup job did not complete successfully,Insufficient disk space on the backup storage volume caused the scheduled backup job to fail partway through.,"Cleared outdated backup files according to retention policy to free up disk space, expanded the backup storage volume, manually triggered a full backup to confirm success, and verified the backup job schedule resumed normally.",Application Support,3.0
INC100410,2024-08-01 14:55:33,Security,Data Loss Prevention,Medium,Sensitive data detected and email blocked by security policy,"The file contained data matching sensitive information patterns, such as credit card numbers, correctly triggering the data loss prevention policy.","Reviewed the flagged content with the user to confirm it contained sensitive data, guided the user to use the approved secure file transfer method instead, and documented the incident per data handling policy.",Security Team,22.3
INC100411,2024-08-01 17:00:17,Desktop,Boot Failure,Medium,Desktop hangs at black screen during startup,A corrupted system file caused by an improper shutdown during a power outage was preventing Windows from booting normally.,"Booted into the Windows Recovery Environment, ran startup repair and System File Checker (sfc /scannow), repaired the corrupted boot configuration data, and confirmed the desktop booted successfully into Windows.",Desktop Support,11.1
INC100412,2024-08-01 19:58:51,WiFi,Disconnections,Medium,WiFi connection drops every few minutes throughout the day,Wireless access point overlap with conflicting channel settings was causing interference and forcing frequent reconnections.,"Performed a wireless site survey to identify channel overlap, reconfigured access points to use non-overlapping channels, adjusted transmit power levels, and confirmed stable connectivity over a 24-hour monitoring period.",Network Team,8.3
INC100413,2024-08-02 11:32:41,Microsoft Teams,External Access,Medium,Teams federation not working with partner organization,"External access (federation) had not been enabled between the two organizations' tenants, preventing cross-tenant search and communication.","Verified external access settings in the Teams admin center, added the partner organization's domain to the allowed list, waited for the configuration to propagate, and confirmed successful contact search and messaging.",Cloud Operations,16.8
INC100414,2024-08-02 12:44:13,VPN,Client Software,Medium,Cisco AnyConnect closes unexpectedly when opening,Corrupted VPN client installation files combined with an outdated network adapter driver caused the application to crash on launch.,"Uninstalled the VPN client completely, removed leftover configuration folders, updated the network adapter driver to the latest version, reinstalled the VPN client from the approved software repository, and confirmed stable connection without crashes.",Desktop Support,17.1
INC100415,2024-08-02 13:37:27,Software Installation,New Software Request,Medium,New employee needs project management software installed,"Standard software request requiring procurement validation, license assignment, and installation per the approved software catalog.","Verified the software request against the approved catalog and manager approval, assigned an available license, deployed the software via the software distribution tool, and confirmed successful installation and functionality.",Application Support,4.5
INC100416,2024-08-02 14:34:07,Database,Connection Timeout,Medium,Application unable to establish a connection to the database,"The database connection pool had reached its maximum configured limit during peak usage hours, causing new connection requests to time out.","Increased the maximum connection pool size in the database configuration, identified and optimized a long-running query that was holding connections open, and confirmed stable connectivity during peak load testing.",Application Support,27.9
INC100417,2024-08-02 17:01:48,VPN,Client Software,Medium,VPN application will not stay open long enough to connect,Corrupted VPN client installation files combined with an outdated network adapter driver caused the application to crash on launch.,"Uninstalled the VPN client completely, removed leftover configuration folders, updated the network adapter driver to the latest version, reinstalled the VPN client from the approved software repository, and confirmed stable connection without crashes.",Desktop Support,5.3
INC100418,2024-08-02 19:24:23,SharePoint,Sync Conflicts,Medium,Multiple versions of the same file appearing after sync,Two users editing the same file simultaneously while offline caused conflicting versions to be created upon reconnection.,"Identified the conflicting file versions, worked with both users to merge changes manually, removed the duplicate conflict file, and educated users on co-authoring best practices to avoid future conflicts.",Cloud Operations,10.0
INC100419,2024-08-03 00:43:22,Laptop,Hardware Failure,Medium,"Laptop will not power on at all, no lights or sounds","A faulty power adapter was failing to charge the battery, and the battery had fully depleted.","Tested with a known-good power adapter and confirmed the original adapter was faulty, replaced the power adapter, allowed the laptop to charge, and verified it powered on and booted successfully.",Desktop Support,4.1
INC100420,2024-08-03 15:36:21,Password Reset,Forgotten Password,Medium,User unable to recall password after returning from vacation,The user had forgotten their password after an extended period away from the office and their self-service reset portal enrollment had expired.,"Verified the user's identity per security policy, performed a manual password reset in Active Directory, set the account to require a password change at next logon, and guided the user through re-enrollment in self-service password reset.",Security Team,7.8
INC100421,2024-08-04 01:42:57,WiFi,Device Onboarding,Medium,Newly issued tablet not connecting to office WiFi,"The new device's MAC address had not yet been registered in the network access control system, which uses MAC-based filtering for some restricted SSIDs.","Registered the device's MAC address in the network access control system, applied the appropriate device profile, and confirmed successful connection to the corporate wireless network.",Network Team,13.5
INC100422,2024-08-04 22:15:16,VPN,Authentication,High,VPN login rejected immediately after password reset,"Stored VPN credentials became invalid after the user's domain password was updated, causing authentication failures against the RADIUS server.","Cleared cached VPN credentials from Windows Credential Manager, prompted the user to re-enter the new password, restarted the VPN client service, and verified successful tunnel establishment and connectivity to internal resources.",Network Team,8.0
INC100423,2024-08-04 23:03:39,Network,Outage,Critical,Department-wide outage preventing access to shared drives,A core switch failure in the building's network closet caused a loss of connectivity for all connected devices.,"Identified the failed core switch via monitoring alerts, failed over traffic to the redundant switch, replaced the faulty hardware, and restored full connectivity for the affected department.",Network Team,2.7
INC100424,2024-08-05 12:00:32,Password Reset,Account Lockout,High,Repeated lockouts occurring on the same user account,"An old cached password on a mobile device was repeatedly attempting authentication with outdated credentials, triggering the account lockout policy.","Unlocked the Active Directory account using AD Users and Computers, identified the mobile device with cached old credentials, updated the password on the device, and confirmed the account remained unlocked.",Security Team,10.9
INC100425,2024-08-05 14:17:22,Printer,Print Queue,Low,Documents queued for printing never come out,The print spooler service had become unresponsive due to a corrupted print job stuck in the queue.,"Stopped the print spooler service, deleted stuck print jobs from the spool folder, restarted the print spooler service, and confirmed a test print completed successfully.",Desktop Support,49.7
INC100426,2024-08-05 14:28:03,Desktop,Peripherals,Low,Peripherals not working after Windows update on workstation,"A Windows update had reset USB controller power management settings, causing USB ports to enter a low-power state that disconnected peripherals.","Updated USB controller drivers, disabled USB selective suspend in power management settings, reconnected peripherals to different USB ports, and confirmed consistent responsiveness.",Desktop Support,28.9
INC100427,2024-08-05 15:52:17,Office 365,Installation,Low,Office 365 installation fails on newly issued laptop,A corrupted previous installation of Office on the device was conflicting with the new installation attempt.,"Ran the Microsoft Support and Recovery Assistant to fully remove remnants of the previous Office installation, downloaded a fresh installer from the Microsoft 365 portal, and confirmed successful installation and activation.",Desktop Support,14.4
INC100428,2024-08-05 16:41:16,VPN,Performance,Medium,Remote desktop over VPN is laggy and unusable,"Split tunneling was disabled, routing all traffic including non-corporate internet usage through the VPN concentrator and saturating available bandwidth.","Enabled split tunneling in the VPN profile so only corporate traffic routes through the tunnel, applied an updated QoS policy on the VPN concentrator, and confirmed improved throughput with a speed test.",Network Team,13.1
INC100429,2024-08-05 17:33:30,VPN,Configuration,Medium,VPN profile missing on newly provisioned laptop,"The VPN configuration profile was not included in the standard imaging process, so the freshly imaged device had no preconfigured connection.","Pushed the corporate VPN configuration profile via the software deployment tool, manually verified profile settings including gateway address and authentication method, and tested a successful connection.",Desktop Support,16.8
INC100430,2024-08-05 17:39:40,Email,Mailbox Quota,Medium,Mailbox has exceeded storage quota and is rejecting new mail,The user's mailbox had exceeded its assigned storage quota due to large attachments accumulated over time without archiving.,"Archived older emails with large attachments to a local PST file, emptied the deleted items and junk folders, requested a temporary quota increase in Exchange Online, and confirmed mail flow resumed normally.",Messaging Team,24.0
INC100431,2024-08-05 18:09:35,Desktop,Boot Failure,Medium,PC will not progress past the manufacturer splash screen,A corrupted system file caused by an improper shutdown during a power outage was preventing Windows from booting normally.,"Booted into the Windows Recovery Environment, ran startup repair and System File Checker (sfc /scannow), repaired the corrupted boot configuration data, and confirmed the desktop booted successfully into Windows.",Desktop Support,26.7
INC100432,2024-08-05 23:42:50,Office 365,Licensing,Medium,"New user cannot access Office 365 apps, no license assigned",The new user's Office 365 license assignment was missed during the onboarding provisioning process.,"Assigned the appropriate Office 365 license in the Microsoft 365 admin center, waited for license propagation, and confirmed the user could install and activate Office applications.",Cloud Operations,9.6
INC100433,2024-08-06 05:13:55,Outlook,Application Crash,Medium,Application stops responding right after opening Outlook,A corrupted Outlook profile and a damaged add-in were causing the application to crash during initialization.,"Started Outlook in safe mode to confirm an add-in conflict, disabled the problematic COM add-in, rebuilt the Outlook profile from Control Panel, and verified Outlook opened and synced normally.",Messaging Team,4.6
INC100434,2024-08-06 06:49:23,Active Directory,Group Membership,Medium,AD group permissions not applying after update,"The user's Kerberos ticket had not refreshed since the group membership change, so the new permissions were not reflected in their active session.","Confirmed the group membership change was correctly applied in Active Directory, had the user log off and back on to refresh their Kerberos ticket, and verified access to the resource was now working.",Security Team,11.0
INC100435,2024-08-06 07:28:44,Printer,Connectivity,Medium,User unable to connect to the network printer on the 3rd floor,"The printer's IP address had changed after a DHCP lease renewal, and the client's printer configuration still pointed to the old address.","Identified the new printer IP address via the print server console, removed the old printer connection on the client machine, reinstalled the printer using the updated IP address, and confirmed a successful test print.",Desktop Support,22.8
INC100436,2024-08-06 13:42:00,Outlook,Application Crash,Medium,Application stops responding right after opening Outlook,A corrupted Outlook profile and a damaged add-in were causing the application to crash during initialization.,"Started Outlook in safe mode to confirm an add-in conflict, disabled the problematic COM add-in, rebuilt the Outlook profile from Control Panel, and verified Outlook opened and synced normally.",Messaging Team,10.8
INC100437,2024-08-06 14:56:42,Password Reset,Account Lockout,Medium,"User locked out of domain account, unsure why","An old cached password on a mobile device was repeatedly attempting authentication with outdated credentials, triggering the account lockout policy.","Unlocked the Active Directory account using AD Users and Computers, identified the mobile device with cached old credentials, updated the password on the device, and confirmed the account remained unlocked.",Security Team,5.6
INC100438,2024-08-06 16:34:26,VPN,Authentication,Medium,VPN login rejected immediately after password reset,"Stored VPN credentials became invalid after the user's domain password was updated, causing authentication failures against the RADIUS server.","Cleared cached VPN credentials from Windows Credential Manager, prompted the user to re-enter the new password, restarted the VPN client service, and verified successful tunnel establishment and connectivity to internal resources.",Network Team,25.8
INC100439,2024-08-06 17:10:50,Laptop,Performance,Medium,"Performance issues reported on company laptop, very laggy",Excessive startup applications and accumulated temporary files were consuming system resources and slowing down boot and overall performance.,"Disabled unnecessary startup applications via Task Manager, cleared temporary files and browser cache using Disk Cleanup, ran a malware scan to rule out infection, and confirmed improved boot time and responsiveness.",Desktop Support,21.3
INC100440,2024-08-06 19:29:50,Outlook,Performance,High,Outlook performance has degraded significantly over the past week,An oversized OST file combined with too many add-ins enabled was degrading Outlook's performance.,"Disabled unnecessary add-ins, ran the Microsoft Support and Recovery Assistant to optimize and compact the OST file, enabled cached Exchange mode with a reduced sync window, and confirmed improved performance.",Messaging Team,6.4
INC100441,2024-08-06 20:36:35,Desktop,Peripherals,Medium,USB ports stopped detecting any connected devices,"A Windows update had reset USB controller power management settings, causing USB ports to enter a low-power state that disconnected peripherals.","Updated USB controller drivers, disabled USB selective suspend in power management settings, reconnected peripherals to different USB ports, and confirmed consistent responsiveness.",Desktop Support,24.9
INC100442,2024-08-07 09:23:29,Desktop,Boot Failure,Medium,PC will not progress past the manufacturer splash screen,A corrupted system file caused by an improper shutdown during a power outage was preventing Windows from booting normally.,"Booted into the Windows Recovery Environment, ran startup repair and System File Checker (sfc /scannow), repaired the corrupted boot configuration data, and confirmed the desktop booted successfully into Windows.",Desktop Support,29.8
INC100443,2024-08-07 10:52:48,Office 365,OneDrive Sync,Medium,"Files not syncing to OneDrive, stuck in 'processing changes'",A file path exceeding the maximum character limit was causing the OneDrive sync client to fail on specific files.,"Identified the files with excessively long file paths using the OneDrive sync diagnostic tool, renamed and relocated the affected files to shorten the path, reset the OneDrive sync client, and confirmed successful synchronization.",Cloud Operations,16.1
INC100444,2024-08-07 10:54:02,Software Installation,New Software Request,Medium,Department requesting a new productivity tool be installed,"Standard software request requiring procurement validation, license assignment, and installation per the approved software catalog.","Verified the software request against the approved catalog and manager approval, assigned an available license, deployed the software via the software distribution tool, and confirmed successful installation and functionality.",Application Support,20.3
INC100445,2024-08-07 14:02:14,Database,Connectivity,Medium,Connection refused error when application tries to reach database,"The service account's password had expired per security policy, but the application's connection string had not been updated with the new credentials.","Reset the service account password and updated the credential in the secure application configuration vault, restarted the application service to pick up the new credentials, and confirmed successful database connectivity.",Application Support,4.7
INC100446,2024-08-07 15:12:44,Network,Outage,High,Entire finance department lost network connectivity,A core switch failure in the building's network closet caused a loss of connectivity for all connected devices.,"Identified the failed core switch via monitoring alerts, failed over traffic to the redundant switch, replaced the faulty hardware, and restored full connectivity for the affected department.",Network Team,7.5
INC100447,2024-08-07 16:21:07,Database,Query Performance,Medium,Reports that used to run in seconds now take several minutes,Outdated database statistics and fragmented indexes were causing the query optimizer to generate inefficient execution plans.,"Rebuilt fragmented indexes on the affected tables, updated database statistics, reviewed and optimized the slowest query's execution plan, and confirmed query performance returned to baseline.",Application Support,24.0
INC100448,2024-08-07 17:13:54,Network,Firewall / Access,Medium,New branch office cannot access head office systems,"A firewall rule was not updated to include the new branch office subnet, blocking traffic to the internal application server.","Identified the missing firewall rule, added the branch office subnet to the allow list on the perimeter firewall, and confirmed successful access from the affected location.",Network Team,27.2
INC100449,2024-08-08 01:00:29,Printer,Print Quality,Medium,Pages printing with lines through the text,"The toner cartridge was low and the print drum required cleaning, resulting in degraded print quality.","Replaced the low toner cartridge, cleaned the print drum and rollers per manufacturer guidance, ran a test print and calibration cycle, and confirmed print quality was restored.",Desktop Support,6.0
INC100450,2024-08-08 02:53:47,Laptop,Hardware Failure,Medium,"Laptop will not power on at all, no lights or sounds","A faulty power adapter was failing to charge the battery, and the battery had fully depleted.","Tested with a known-good power adapter and confirmed the original adapter was faulty, replaced the power adapter, allowed the laptop to charge, and verified it powered on and booted successfully.",Desktop Support,25.8
INC100451,2024-08-08 08:20:51,WiFi,Device Onboarding,Medium,Device not provisioned correctly for wireless network access,"The new device's MAC address had not yet been registered in the network access control system, which uses MAC-based filtering for some restricted SSIDs.","Registered the device's MAC address in the network access control system, applied the appropriate device profile, and confirmed successful connection to the corporate wireless network.",Network Team,4.6
INC100452,2024-08-08 08:50:02,Microsoft Teams,Screen Sharing,Medium,Unable to share desktop in Teams meeting,Outdated graphics drivers were incompatible with the screen sharing module used by the Teams client.,"Updated the graphics card driver to the latest version, restarted the Teams application, tested screen sharing functionality in a test call, and confirmed the issue was resolved.",Desktop Support,19.9
INC100453,2024-08-08 09:12:34,Email,Deliverability,Medium,External recipients report our emails go straight to junk,"The domain's SPF and DKIM records were misconfigured, causing recipient mail servers to flag outgoing messages as potential spam.","Reviewed and corrected the SPF record to include all authorized sending IPs, verified DKIM signing was properly configured, and confirmed improved deliverability using a mail tester tool.",Messaging Team,23.9
INC100454,2024-08-08 11:52:23,Desktop,Display,Low,"External monitor not displaying anything, just a black screen",A loose display cable connection at the graphics card was preventing the video signal from reaching the monitor.,"Reseated the display cable at both the monitor and graphics card ends, tested with an alternate cable to rule out a faulty cable, and confirmed video output was restored.",Desktop Support,9.5
INC100455,2024-08-08 12:27:39,Office 365,Storage Quota,Medium,User receiving storage full warnings in OneDrive,The user's OneDrive storage usage had grown beyond the standard allocation due to large video files stored without cleanup.,"Reviewed storage usage in OneDrive admin reports, worked with the user to archive or delete unnecessary large files, requested a temporary storage quota increase for the business justification, and confirmed sync resumed.",Cloud Operations,12.7
INC100456,2024-08-08 14:15:24,Network,Performance,High,Whole office reporting slow network performance,A broadcast storm caused by a misconfigured switch loop was consuming excessive bandwidth across the network segment.,"Identified the loop using switch port monitoring, disabled the offending port, enabled spanning tree protocol on the affected switches to prevent future loops, and confirmed network speeds returned to normal.",Network Team,10.4
INC100457,2024-08-08 16:24:04,Outlook,Application Crash,Critical,Application stops responding right after opening Outlook,A corrupted Outlook profile and a damaged add-in were causing the application to crash during initialization.,"Started Outlook in safe mode to confirm an add-in conflict, disabled the problematic COM add-in, rebuilt the Outlook profile from Control Panel, and verified Outlook opened and synced normally.",Messaging Team,3.3
INC100458,2024-08-08 16:26:08,Laptop,Blue Screen,Low,Laptop reboots unexpectedly with a blue error screen,A faulty RAM module was causing memory corruption errors leading to repeated blue screen crashes.,"Ran the Windows Memory Diagnostic tool which confirmed RAM errors, replaced the faulty memory module, ran extended diagnostics to confirm stability, and monitored the device for 24 hours with no further crashes.",Desktop Support,37.5
INC100459,2024-08-08 16:28:36,Email,Mail Flow,High,"User cannot send emails to external domains, only internal works",An outbound transport rule misconfiguration was blocking emails sent to specific external domains.,"Reviewed mail flow logs in the Exchange admin center, identified the incorrect transport rule, corrected the recipient domain conditions, and confirmed successful delivery of a test email to an external address.",Messaging Team,5.5
INC100460,2024-08-08 16:35:05,Active Directory,Group Policy,Medium,Users lost access to printers after department was moved to new OU,"Group Policy Objects linked to the previous organizational unit were not linked to the new OU, causing loss of policy-based resource access.","Reviewed GPO links in Group Policy Management Console, linked the appropriate policies to the new organizational unit, ran gpupdate /force on affected machines, and confirmed restored access.",Security Team,19.3
INC100461,2024-08-08 19:31:48,Desktop,Application Stability,Medium,Application on workstation locks up and stops responding,Insufficient system memory combined with a memory leak in an outdated version of the application was causing it to become unresponsive.,"Closed unnecessary background processes to free memory, updated the application to the latest patched version, increased the page file size, and confirmed stable operation over an extended testing period.",Application Support,23.1
INC100462,2024-08-08 21:06:51,Security,Data Loss Prevention,Medium,Sensitive data detected and email blocked by security policy,"The file contained data matching sensitive information patterns, such as credit card numbers, correctly triggering the data loss prevention policy.","Reviewed the flagged content with the user to confirm it contained sensitive data, guided the user to use the approved secure file transfer method instead, and documented the incident per data handling policy.",Security Team,23.6
INC100463,2024-08-09 09:15:07,Network,DNS,High,"Internal portal not resolving, only works with IP address","The primary internal DNS server service had stopped responding due to a memory leak, causing name resolution failures for clients pointed to it.","Restarted the DNS server service, cleared the DNS cache on affected client machines using ipconfig /flushdns, verified zone records were intact, and confirmed name resolution was working normally.",Network Team,3.5
INC100464,2024-08-09 11:40:07,Application Access,SSO,Medium,Application sign-in cycles repeatedly without completing,An expired SAML token certificate on the identity provider side was causing the SSO authentication handshake to fail silently.,"Identified the expired SAML signing certificate in the SSO configuration, renewed and uploaded the new certificate to both the identity provider and the application's SSO settings, and confirmed successful login without looping.",Application Support,27.6
INC100465,2024-08-09 11:54:39,VPN,Performance,Medium,VPN throughput has degraded noticeably this week,"Split tunneling was disabled, routing all traffic including non-corporate internet usage through the VPN concentrator and saturating available bandwidth.","Enabled split tunneling in the VPN profile so only corporate traffic routes through the tunnel, applied an updated QoS policy on the VPN concentrator, and confirmed improved throughput with a speed test.",Network Team,18.3
INC100466,2024-08-09 14:28:22,Email,Mail Flow,High,Outgoing emails to external recipients are bouncing back,An outbound transport rule misconfiguration was blocking emails sent to specific external domains.,"Reviewed mail flow logs in the Exchange admin center, identified the incorrect transport rule, corrected the recipient domain conditions, and confirmed successful delivery of a test email to an external address.",Messaging Team,4.3
INC100467,2024-08-09 14:47:51,Network,Firewall / Access,High,Application timing out for users connecting from new office location,"A firewall rule was not updated to include the new branch office subnet, blocking traffic to the internal application server.","Identified the missing firewall rule, added the branch office subnet to the allow list on the perimeter firewall, and confirmed successful access from the affected location.",Network Team,3.8
INC100468,2024-08-10 12:14:56,Network,Performance,Medium,Users reporting sluggish internet and file share access,A broadcast storm caused by a misconfigured switch loop was consuming excessive bandwidth across the network segment.,"Identified the loop using switch port monitoring, disabled the offending port, enabled spanning tree protocol on the affected switches to prevent future loops, and confirmed network speeds returned to normal.",Network Team,9.2
INC100469,2024-08-10 16:49:50,VPN,Performance,Medium,Remote desktop over VPN is laggy and unusable,"Split tunneling was disabled, routing all traffic including non-corporate internet usage through the VPN concentrator and saturating available bandwidth.","Enabled split tunneling in the VPN profile so only corporate traffic routes through the tunnel, applied an updated QoS policy on the VPN concentrator, and confirmed improved throughput with a speed test.",Network Team,26.4
INC100470,2024-08-10 18:59:22,Office 365,Licensing,Low,"New user cannot access Office 365 apps, no license assigned",The new user's Office 365 license assignment was missed during the onboarding provisioning process.,"Assigned the appropriate Office 365 license in the Microsoft 365 admin center, waited for license propagation, and confirmed the user could install and activate Office applications.",Cloud Operations,66.2
INC100471,2024-08-11 11:31:03,VPN,Authentication,Medium,VPN login rejected immediately after password reset,"Stored VPN credentials became invalid after the user's domain password was updated, causing authentication failures against the RADIUS server.","Cleared cached VPN credentials from Windows Credential Manager, prompted the user to re-enter the new password, restarted the VPN client service, and verified successful tunnel establishment and connectivity to internal resources.",Network Team,27.3
INC100472,2024-08-12 04:39:58,Office 365,Licensing,Low,Office license appears unassigned for new starter,The new user's Office 365 license assignment was missed during the onboarding provisioning process.,"Assigned the appropriate Office 365 license in the Microsoft 365 admin center, waited for license propagation, and confirmed the user could install and activate Office applications.",Cloud Operations,47.3
INC100473,2024-08-12 07:24:45,Desktop,Peripherals,Medium,USB keyboard and mouse stopped responding on desktop,"A Windows update had reset USB controller power management settings, causing USB ports to enter a low-power state that disconnected peripherals.","Updated USB controller drivers, disabled USB selective suspend in power management settings, reconnected peripherals to different USB ports, and confirmed consistent responsiveness.",Desktop Support,26.9
INC100474,2024-08-12 09:40:42,Desktop,Overheating,Critical,Workstation powers off unexpectedly during use,"Dust buildup in the CPU heatsink and case fans was restricting airflow, causing the system to overheat and trigger automatic shutdown protection.","Opened the desktop case, cleaned out accumulated dust from the heatsink and fans using compressed air, reapplied thermal paste to the CPU, and monitored temperatures under load to confirm the issue was resolved.",Desktop Support,3.2
INC100475,2024-08-12 11:04:03,Active Directory,Account Provisioning,High,New user account provisioning request for incoming staff member,Standard onboarding request requiring creation of a new Active Directory user account with appropriate group memberships and permissions.,"Created the new Active Directory account using the standard naming convention, added the user to appropriate security and distribution groups based on department and role, set up home directory permissions, and notified the hiring manager of completion.",Security Team,8.5
INC100476,2024-08-12 13:16:00,Network,Performance,High,Users reporting sluggish internet and file share access,A broadcast storm caused by a misconfigured switch loop was consuming excessive bandwidth across the network segment.,"Identified the loop using switch port monitoring, disabled the offending port, enabled spanning tree protocol on the affected switches to prevent future loops, and confirmed network speeds returned to normal.",Network Team,2.1
